"id","nsecode","name","bsecode","per_chg","close","volume","date","time","igroup_name","create_at"
"604","RBLBANK","Rbl Bank Limited",540065,"0.27","244.5","344239","2024-07-18","09:34:34","Banks","2024-07-18 09:34:43.780737+05:30"
"605","TI","Tilaknagar Industries Limited",507205,"0.71","234.2","152849","2024-07-18","09:49:27","Alcoholic Beverages","2024-07-18 09:49:40.241398+05:30"
"606","IDFC","Idfc Limited",532659,"0.4","116.66","363673","2024-07-18","09:54:09","Finance","2024-07-18 09:54:20.013618+05:30"
"607","JAYAGROGN","Jayant Agro Organics Limited",524330,"1.46","312.7","16675","2024-07-18","10:53:48","Chemicals","2024-07-18 10:54:07.64659+05:30"
"608","SAPPHIRE","Sapphire Foods India Ltd",543397,"0.05","1551.1","58197","2024-07-18","13:42:44","Quick Service Restaurant","2024-07-18 13:42:44.510308+05:30"
"687","LTTS","L&t Technology Services Limited",540115,"0.62","4880.1","567807","2024-07-19","22:02:36","IT - Software","2024-07-20 22:02:36.622487+05:30"
"688","ASTRAL","Astral Poly Technik Limited",532830,"1","2272.1","821041","2024-07-19","22:02:36","Plastic products","2024-07-20 22:02:36.622487+05:30"
"689","INDOSTAR","Indostar Capital Finance Ltd",541336,"4.33","245.2","344557","2024-07-19","22:02:36","Finance","2024-07-20 22:02:36.622487+05:30"
"690","RHL","Robust Hotels Pvt Ltd",543901,"1.1","162.82","11511","2024-07-19","22:02:36","Hotels & Restaurants","2024-07-20 22:02:36.622487+05:30"
"691","CENTRUM","Centrum Capital Ltd",501150,"1.1","37.78","1187719","2024-07-19","22:02:36","Finance","2024-07-20 22:02:36.622487+05:30"
